PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
506,1,4,256,1496,4,12-09-07 0:00,21-09-07 0:00,465.2865,37.2229,11.6322,514.1416,21-09-07 0:00
507,1,4,259,1494,2,12-09-07 0:00,21-09-07 0:00,8847.3,707.784,221.1825,9776.2665,21-09-07 0:00
508,1,4,260,1650,5,12-09-07 0:00,21-09-07 0:00,171.0765,13.6861,4.2769,189.0395,21-09-07 0:00
509,1,4,258,1654,4,12-09-07 0:00,21-09-07 0:00,20397.3,1631.784,509.9325,22539.0165,21-09-07 0:00
510,1,4,254,1664,3,12-09-07 0:00,21-09-07 0:00,14628.075,1170.246,365.7019,16164.0229,21-09-07 0:00
511,1,4,257,1678,3,12-09-07 0:00,21-09-07 0:00,58685.55,4694.844,1467.1388,64847.5328,21-09-07 0:00
512,1,4,261,1616,4,12-09-07 0:00,21-09-07 0:00,259.8435,20.7875,6.4961,287.1271,21-09-07 0:00
513,1,4,251,1492,4,12-09-07 0:00,21-09-07 0:00,402.7275,32.2182,10.0682,445.0139,21-09-07 0:00
514,1,4,253,1602,5,12-09-07 0:00,21-09-07 0:00,270.8055,21.6644,6.7701,299.24,21-09-07 0:00
515,1,4,255,1540,4,12-09-07 0:00,21-09-07 0:00,2551.311,204.1049,63.7828,2819.1987,21-09-07 0:00
516,1,4,252,1628,5,12-09-07 0:00,21-09-07 0:00,34644.225,2771.538,866.1056,38281.8686,21-09-07 0:00
517,1,4,259,1604,4,12-09-07 0:00,21-09-07 0:00,1839.5055,147.1604,45.9876,2032.6535,21-09-07 0:00
518,1,4,260,1690,5,12-09-07 0:00,21-09-07 0:00,146.286,11.7029,3.6572,161.6461,21-09-07 0:00
519,1,4,258,1566,5,12-09-07 0:00,21-09-07 0:00,102.564,8.2051,2.5641,113.3332,21-09-07 0:00
520,1,4,250,1698,5,12-09-07 0:00,21-09-07 0:00,150.7905,12.0632,3.7698,166.6235,21-09-07 0:00
521,1,4,257,1560,5,13-09-07 0:00,22-09-07 0:00,13669.425,1093.554,341.7356,15104.7146,22-09-07 0:00
522,1,4,261,1692,5,13-09-07 0:00,22-09-07 0:00,6756.12,540.4896,168.903,7465.5126,22-09-07 0:00
523,1,4,251,1696,5,13-09-07 0:00,22-09-07 0:00,50860.425,4068.834,1271.5106,56200.7696,22-09-07 0:00
524,1,4,253,1504,1,13-09-07 0:00,22-09-07 0:00,551.88,44.1504,13.797,609.8274,22-09-07 0:00
525,1,4,255,1544,1,13-09-07 0:00,22-09-07 0:00,6987.75,559.02,174.6938,7721.4638,22-09-07 0:00
526,1,4,256,1530,2,13-09-07 0:00,22-09-07 0:00,28072.275,2245.782,701.8069,31019.8639,22-09-07 0:00
527,1,4,259,1508,1,13-09-07 0:00,22-09-07 0:00,37312.275,2984.982,932.8069,41230.0639,22-09-07 0:00
528,1,4,260,1694,1,13-09-07 0:00,22-09-07 0:00,7623,609.84,190.575,8423.415,22-09-07 0:00
529,1,4,258,1624,2,13-09-07 0:00,22-09-07 0:00,28297.5,2263.8,707.4375,31268.7375,22-09-07 0:00
530,1,4,254,1548,2,13-09-07 0:00,22-09-07 0:00,59.9445,4.7956,1.4986,66.2387,22-09-07 0:00
531,2,4,257,1598,5,13-09-07 0:00,22-09-07 0:00,222.0435,17.7635,5.5511,245.3581,22-09-07 0:00
532,1,4,261,1658,5,13-09-07 0:00,22-09-07 0:00,43878.45,3510.276,1096.9613,48485.6873,22-09-07 0:00
533,1,4,251,1536,4,13-09-07 0:00,22-09-07 0:00,345.555,27.6444,8.6389,381.8383,22-09-07 0:00
534,1,4,253,1568,2,13-09-07 0:00,22-09-07 0:00,15153.6,1212.288,378.84,16744.728,22-09-07 0:00
535,1,4,255,1648,5,13-09-07 0:00,22-09-07 0:00,142.4115,11.3929,3.5603,157.3647,22-09-07 0:00
536,1,4,256,1646,2,13-09-07 0:00,22-09-07 0:00,48030.675,3842.454,1200.7669,53073.8959,22-09-07 0:00
537,1,4,255,1530,2,14-09-07 0:00,23-09-07 0:00,28072.275,2245.782,701.8069,31019.8639,23-09-07 0:00
538,1,4,256,1508,1,14-09-07 0:00,23-09-07 0:00,37312.275,2984.982,932.8069,41230.0639,23-09-07 0:00
539,1,4,259,1694,1,14-09-07 0:00,23-09-07 0:00,7623,609.84,190.575,8423.415,23-09-07 0:00
540,1,4,260,1624,2,14-09-07 0:00,23-09-07 0:00,28297.5,2263.8,707.4375,31268.7375,23-09-07 0:00
541,1,4,259,1672,4,14-09-07 0:00,23-09-07 0:00,550.9665,44.0773,13.7742,608.818,23-09-07 0:00
542,1,4,250,1600,1,14-09-07 0:00,23-09-07 0:00,1276.275,102.102,31.9069,1410.2839,23-09-07 0:00
543,1,4,258,1522,1,14-09-07 0:00,23-09-07 0:00,2003.925,160.314,50.0981,2214.3371,23-09-07 0:00
544,1,4,254,1570,2,14-09-07 0:00,23-09-07 0:00,28343.7,2267.496,708.5925,31319.7885,23-09-07 0:00
545,1,4,257,1516,1,14-09-07 0:00,23-09-07 0:00,454.86,36.3888,11.3715,502.6203,23-09-07 0:00
546,1,4,261,1506,5,14-09-07 0:00,23-09-07 0:00,43878.45,3510.276,1096.9613,48485.6873,23-09-07 0:00
547,1,4,251,1626,2,14-09-07 0:00,23-09-07 0:00,7132.125,570.57,178.3031,7880.9981,23-09-07 0:00
548,1,4,253,1542,2,14-09-07 0:00,23-09-07 0:00,28343.7,2267.496,708.5925,31319.7885,23-09-07 0:00
549,1,4,255,1610,4,14-09-07 0:00,23-09-07 0:00,22516.725,1801.338,562.9181,24880.9811,23-09-07 0:00
550,1,4,256,1638,5,14-09-07 0:00,23-09-07 0:00,34644.225,2771.538,866.1056,38281.8686,23-09-07 0:00
551,1,4,259,1582,5,14-09-07 0:00,23-09-07 0:00,532.917,42.6334,13.3229,588.8733,23-09-07 0:00
552,1,4,260,1510,5,14-09-07 0:00,23-09-07 0:00,143.0415,11.4433,3.576,158.0608,23-09-07 0:00
553,1,4,250,1526,2,14-09-07 0:00,23-09-07 0:00,28199.325,2255.946,704.9831,31160.2541,23-09-07 0:00
554,1,4,254,1644,1,14-09-07 0:00,23-09-07 0:00,3713.325,297.066,92.8331,4103.2241,23-09-07 0:00
555,1,4,257,1680,4,14-09-07 0:00,23-09-07 0:00,19952.625,1596.21,498.8156,22047.6506,23-09-07 0:00
556,1,4,261,1584,5,14-09-07 0:00,23-09-07 0:00,13361.04,1068.8832,334.026,14763.9492,23-09-07 0:00
557,1,4,251,1620,5,15-09-07 0:00,24-09-07 0:00,5711.475,456.918,142.7869,6311.1799,24-09-07 0:00
558,1,4,253,1666,5,15-09-07 0:00,24-09-07 0:00,696.528,55.7222,17.4132,769.6634,24-09-07 0:00
559,1,4,255,1592,2,15-09-07 0:00,24-09-07 0:00,97.965,7.8372,2.4491,108.2513,24-09-07 0:00
560,1,4,256,1618,4,15-09-07 0:00,24-09-07 0:00,114.471,9.1577,2.8618,126.4905,24-09-07 0:00
561,1,4,259,1612,4,15-09-07 0:00,24-09-07 0:00,132.6465,10.6117,3.3162,146.5744,24-09-07 0:00
562,1,4,260,1586,5,15-09-07 0:00,24-09-07 0:00,43878.45,3510.276,1096.9613,48485.6873,24-09-07 0:00
563,1,4,258,1500,1,15-09-07 0:00,24-09-07 0:00,418.95,33.516,10.4738,462.9398,24-09-07 0:00
564,1,4,254,1656,4,15-09-07 0:00,24-09-07 0:00,273.7035,21.8963,6.8426,302.4424,24-09-07 0:00
565,1,4,257,1572,1,15-09-07 0:00,24-09-07 0:00,461.79,36.9432,11.5448,510.278,24-09-07 0:00
566,1,4,261,1562,4,15-09-07 0:00,24-09-07 0:00,481.887,38.551,12.0472,532.4852,24-09-07 0:00
567,1,4,251,1662,2,15-09-07 0:00,24-09-07 0:00,37.0755,2.966,0.9269,40.9684,24-09-07 0:00
568,1,4,253,1682,4,15-09-07 0:00,24-09-07 0:00,21558.075,1724.646,538.9519,23821.6729,24-09-07 0:00
569,1,4,255,1686,4,15-09-07 0:00,24-09-07 0:00,567.378,45.3902,14.1845,626.9527,24-09-07 0:00
570,1,4,256,1684,5,15-09-07 0:00,24-09-07 0:00,65240.175,5219.214,1631.0044,72090.3934,24-09-07 0:00
571,1,4,252,1534,5,15-09-07 0:00,24-09-07 0:00,534.807,42.7846,13.3702,590.9618,24-09-07 0:00
572,1,4,260,1614,4,15-09-07 0:00,24-09-07 0:00,136.647,10.9318,3.4162,150.995,24-09-07 0:00
573,1,4,258,1588,5,16-09-07 0:00,25-09-07 0:00,40471.2,3237.696,1011.78,44720.676,25-09-07 0:00
574,1,4,254,1622,5,16-09-07 0:00,25-09-07 0:00,278.523,22.2818,6.9631,307.7679,25-09-07 0:00
575,1,4,257,1632,4,16-09-07 0:00,25-09-07 0:00,23671.725,1893.738,591.7931,26157.2561,25-09-07 0:00
576,1,4,261,1608,5,16-09-07 0:00,25-09-07 0:00,5948.25,475.86,148.7063,6572.8163,25-09-07 0:00
577,1,4,250,1576,5,16-09-07 0:00,25-09-07 0:00,91117.95,7289.436,2277.9488,100685.3348,25-09-07 0:00
578,1,4,253,1590,1,16-09-07 0:00,25-09-07 0:00,525,42,13.125,580.125,25-09-07 0:00
579,1,4,255,1514,5,16-09-07 0:00,25-09-07 0:00,2003.6835,160.2947,50.0921,2214.0703,25-09-07 0:00
580,1,4,256,1498,4,16-09-07 0:00,25-09-07 0:00,26455.275,2116.422,661.3819,29233.0789,25-09-07 0:00
581,1,4,259,1674,2,16-09-07 0:00,25-09-07 0:00,944.37,75.5496,23.6093,1043.5289,25-09-07 0:00
582,1,4,260,1652,4,16-09-07 0:00,25-09-07 0:00,44594.55,3567.564,1114.8638,49276.9778,25-09-07 0:00
583,1,4,258,1578,3,16-09-07 0:00,25-09-07 0:00,62843.55,5027.484,1571.0888,69442.1228,25-09-07 0:00
584,1,4,254,1538,5,16-09-07 0:00,25-09-07 0:00,37843.575,3027.486,946.0894,41817.1504,25-09-07 0:00
585,1,4,252,1556,4,16-09-07 0:00,25-09-07 0:00,25531.275,2042.502,638.2819,28212.0589,25-09-07 0:00
586,1,4,261,1554,4,16-09-07 0:00,25-09-07 0:00,501.1965,40.0957,12.5299,553.8221,25-09-07 0:00
587,1,4,251,1688,4,16-09-07 0:00,25-09-07 0:00,125.748,10.0598,3.1437,138.9515,25-09-07 0:00
588,1,4,253,1580,5,16-09-07 0:00,25-09-07 0:00,150.7905,12.0632,3.7698,166.6235,25-09-07 0:00
589,1,4,255,1496,5,18-09-07 0:00,27-09-07 0:00,696.528,55.7222,17.4132,769.6634,27-09-07 0:00
590,1,4,256,1494,2,18-09-07 0:00,27-09-07 0:00,8847.3,707.784,221.1825,9776.2665,27-09-07 0:00
591,1,4,259,1650,5,18-09-07 0:00,27-09-07 0:00,171.0765,13.6861,4.2769,189.0395,27-09-07 0:00
592,1,4,260,1654,4,18-09-07 0:00,27-09-07 0:00,20397.3,1631.784,509.9325,22539.0165,27-09-07 0:00
593,1,4,258,1664,3,19-09-07 0:00,28-09-07 0:00,14628.075,1170.246,365.7019,16164.0229,28-09-07 0:00
594,1,4,254,1678,3,19-09-07 0:00,28-09-07 0:00,33350.625,2668.05,833.7656,36852.4406,28-09-07 0:00
595,1,4,257,1616,4,19-09-07 0:00,28-09-07 0:00,1074.78,85.9824,26.8695,1187.6319,28-09-07 0:00
596,1,4,261,1492,4,19-09-07 0:00,28-09-07 0:00,501.1965,40.0957,12.5299,553.8221,28-09-07 0:00
597,1,4,251,1602,5,19-09-07 0:00,28-09-07 0:00,1525.23,122.0184,38.1308,1685.3792,28-09-07 0:00
598,1,4,253,1540,4,19-09-07 0:00,28-09-07 0:00,631.386,50.5109,15.7847,697.6816,28-09-07 0:00
599,1,4,255,1628,5,19-09-07 0:00,28-09-07 0:00,34644.225,2771.538,866.1056,38281.8686,28-09-07 0:00
600,1,4,256,1604,4,19-09-07 0:00,28-09-07 0:00,1839.5055,147.1604,45.9876,2032.6535,28-09-07 0:00
601,1,4,259,1690,5,19-09-07 0:00,28-09-07 0:00,146.286,11.7029,3.6572,161.6461,28-09-07 0:00
602,1,4,260,1566,5,19-09-07 0:00,28-09-07 0:00,102.564,8.2051,2.5641,113.3332,28-09-07 0:00
603,1,4,258,1698,5,19-09-07 0:00,28-09-07 0:00,150.7905,12.0632,3.7698,166.6235,28-09-07 0:00
604,1,4,254,1560,5,19-09-07 0:00,28-09-07 0:00,13669.425,1093.554,341.7356,15104.7146,28-09-07 0:00
605,1,4,257,1692,5,19-09-07 0:00,28-09-07 0:00,16393.23,1311.4584,409.8308,18114.5192,28-09-07 0:00
606,1,4,261,1696,5,19-09-07 0:00,28-09-07 0:00,39258.45,3140.676,981.4613,43380.5873,28-09-07 0:00
607,1,4,251,1504,1,19-09-07 0:00,28-09-07 0:00,551.88,44.1504,13.797,609.8274,28-09-07 0:00
608,1,4,253,1544,1,19-09-07 0:00,28-09-07 0:00,6987.75,559.02,174.6938,7721.4638,28-09-07 0:00
609,1,4,250,1548,2,20-09-07 0:00,29-09-07 0:00,59.9445,4.7956,1.4986,66.2387,29-09-07 0:00
610,1,4,254,1598,4,20-09-07 0:00,29-09-07 0:00,370.755,29.6604,9.2689,409.6843,29-09-07 0:00
611,1,4,257,1658,5,20-09-07 0:00,29-09-07 0:00,43878.45,3510.276,1096.9613,48485.6873,29-09-07 0:00
612,1,4,261,1536,4,20-09-07 0:00,29-09-07 0:00,272.1285,21.7703,6.8032,300.702,29-09-07 0:00
613,1,4,252,1530,2,20-09-07 0:00,29-09-07 0:00,28072.275,2245.782,701.8069,31019.8639,29-09-07 0:00
614,2,4,256,1508,1,20-09-07 0:00,29-09-07 0:00,35394.975,2831.598,884.8744,39111.4474,29-09-07 0:00
615,1,4,259,1694,1,20-09-07 0:00,29-09-07 0:00,7623,609.84,190.575,8423.415,29-09-07 0:00
616,1,4,260,1624,2,20-09-07 0:00,29-09-07 0:00,28297.5,2263.8,707.4375,31268.7375,29-09-07 0:00
617,1,4,258,1548,2,20-09-07 0:00,29-09-07 0:00,59.9445,4.7956,1.4986,66.2387,29-09-07 0:00
618,1,4,254,1598,4,20-09-07 0:00,29-09-07 0:00,567.378,45.3902,14.1845,626.9527,29-09-07 0:00
619,1,4,257,1658,5,20-09-07 0:00,29-09-07 0:00,43878.45,3510.276,1096.9613,48485.6873,29-09-07 0:00
620,1,4,261,1536,4,20-09-07 0:00,29-09-07 0:00,402.255,32.1804,10.0564,444.4918,29-09-07 0:00
621,1,4,251,1568,2,20-09-07 0:00,29-09-07 0:00,27350.4,2188.032,683.76,30222.192,29-09-07 0:00
622,1,4,253,1648,5,20-09-07 0:00,29-09-07 0:00,142.4115,11.3929,3.5603,157.3647,29-09-07 0:00
623,1,4,255,1646,2,20-09-07 0:00,29-09-07 0:00,48030.675,3842.454,1200.7669,53073.8959,29-09-07 0:00
624,1,3,252,1672,5,20-09-07 0:00,29-09-07 0:00,272.4435,21.7955,6.8111,301.0501,29-09-07 0:00
625,1,4,259,1600,1,20-09-07 0:00,29-09-07 0:00,1276.275,102.102,31.9069,1410.2839,29-09-07 0:00
626,1,4,260,1522,1,20-09-07 0:00,29-09-07 0:00,2003.925,160.314,50.0981,2214.3371,29-09-07 0:00
627,1,4,258,1570,4,20-09-07 0:00,29-09-07 0:00,22516.725,1801.338,562.9181,24880.9811,29-09-07 0:00
628,1,4,250,1516,1,20-09-07 0:00,29-09-07 0:00,454.86,36.3888,11.3715,502.6203,29-09-07 0:00
629,1,4,257,1506,5,21-09-07 0:00,30-09-07 0:00,43878.45,3510.276,1096.9613,48485.6873,30-09-07 0:00
630,1,4,261,1626,2,21-09-07 0:00,30-09-07 0:00,7132.125,570.57,178.3031,7880.9981,30-09-07 0:00
631,1,4,251,1542,2,21-09-07 0:00,30-09-07 0:00,28343.7,2267.496,708.5925,31319.7885,30-09-07 0:00
632,1,4,253,1610,4,21-09-07 0:00,30-09-07 0:00,22516.725,1801.338,562.9181,24880.9811,30-09-07 0:00
633,1,4,255,1638,5,21-09-07 0:00,30-09-07 0:00,34644.225,2771.538,866.1056,38281.8686,30-09-07 0:00
634,1,4,256,1582,4,21-09-07 0:00,30-09-07 0:00,241.038,19.283,6.026,266.347,30-09-07 0:00
635,1,4,259,1510,5,21-09-07 0:00,30-09-07 0:00,143.0415,11.4433,3.576,158.0608,30-09-07 0:00
636,1,4,260,1526,2,21-09-07 0:00,30-09-07 0:00,28199.325,2255.946,704.9831,31160.2541,30-09-07 0:00
637,1,4,251,1568,1,22-09-07 0:00,01-10-07 0:00,26230.05,2098.404,655.7513,28984.2053,01-10-07 0:00
638,1,4,253,1648,5,22-09-07 0:00,01-10-07 0:00,142.4115,11.3929,3.5603,157.3647,01-10-07 0:00
639,1,4,255,1646,2,22-09-07 0:00,01-10-07 0:00,48030.675,3842.454,1200.7669,53073.8959,01-10-07 0:00
640,1,4,256,1672,4,22-09-07 0:00,01-10-07 0:00,28467.2115,2277.3769,711.6803,31456.2687,01-10-07 0:00
641,1,4,258,1644,1,22-09-07 0:00,01-10-07 0:00,3713.325,297.066,92.8331,4103.2241,01-10-07 0:00
642,1,4,254,1680,5,22-09-07 0:00,01-10-07 0:00,43878.45,3510.276,1096.9613,48485.6873,01-10-07 0:00
643,1,4,257,1584,5,22-09-07 0:00,01-10-07 0:00,2979.27,238.3416,74.4818,3292.0934,01-10-07 0:00
644,1,3,261,1620,5,22-09-07 0:00,01-10-07 0:00,5711.475,456.918,142.7869,6311.1799,01-10-07 0:00
645,1,4,251,1666,5,22-09-07 0:00,01-10-07 0:00,1372.7385,109.8191,34.3185,1516.8761,01-10-07 0:00
646,1,4,253,1592,2,22-09-07 0:00,01-10-07 0:00,97.965,7.8372,2.4491,108.2513,01-10-07 0:00
647,1,4,255,1618,4,22-09-07 0:00,01-10-07 0:00,114.471,9.1577,2.8618,126.4905,01-10-07 0:00
648,1,4,256,1612,4,22-09-07 0:00,01-10-07 0:00,132.6465,10.6117,3.3162,146.5744,01-10-07 0:00
649,1,4,259,1586,5,22-09-07 0:00,01-10-07 0:00,43878.45,3510.276,1096.9613,48485.6873,01-10-07 0:00
650,1,4,250,1500,1,22-09-07 0:00,01-10-07 0:00,418.95,33.516,10.4738,462.9398,01-10-07 0:00
651,1,4,258,1656,4,22-09-07 0:00,01-10-07 0:00,515.6865,41.2549,12.8922,569.8336,01-10-07 0:00
652,1,4,254,1572,1,22-09-07 0:00,01-10-07 0:00,461.79,36.9432,11.5448,510.278,01-10-07 0:00
653,1,4,257,1562,4,22-09-07 0:00,01-10-07 0:00,383.04,30.6432,9.576,423.2592,01-10-07 0:00
654,1,3,261,1662,2,22-09-07 0:00,01-10-07 0:00,37.0755,2.966,0.9269,40.9684,01-10-07 0:00
655,1,4,251,1682,4,22-09-07 0:00,01-10-07 0:00,21558.075,1724.646,538.9519,23821.6729,01-10-07 0:00
656,1,4,253,1686,4,22-09-07 0:00,01-10-07 0:00,545.832,43.6666,13.6458,603.1444,01-10-07 0:00
657,1,4,255,1684,4,23-09-07 0:00,02-10-07 0:00,20980.575,1678.446,524.5144,23183.5354,02-10-07 0:00
658,1,4,256,1534,4,23-09-07 0:00,02-10-07 0:00,602.028,48.1622,15.0507,665.2409,02-10-07 0:00
659,1,4,259,1614,5,23-09-07 0:00,02-10-07 0:00,694.953,55.5962,17.3738,767.923,02-10-07 0:00
660,3,4,260,1588,5,23-09-07 0:00,02-10-07 0:00,40471.2,3237.696,1011.78,44720.676,02-10-07 0:00
661,1,4,250,1622,5,23-09-07 0:00,02-10-07 0:00,557.487,44.599,13.9372,616.0232,02-10-07 0:00
662,1,4,254,1632,5,23-09-07 0:00,02-10-07 0:00,38421.075,3073.686,960.5269,42455.2879,02-10-07 0:00
663,1,4,257,1608,5,23-09-07 0:00,02-10-07 0:00,5948.25,475.86,148.7063,6572.8163,02-10-07 0:00
664,1,3,261,1576,5,23-09-07 0:00,02-10-07 0:00,91117.95,7289.436,2277.9488,100685.3348,02-10-07 0:00
665,1,4,251,1590,1,23-09-07 0:00,02-10-07 0:00,525,42,13.125,580.125,02-10-07 0:00
666,1,4,253,1514,5,23-09-07 0:00,02-10-07 0:00,2003.6835,160.2947,50.0921,2214.0703,02-10-07 0:00
667,1,4,255,1498,4,23-09-07 0:00,02-10-07 0:00,26455.275,2116.422,661.3819,29233.0789,02-10-07 0:00
668,1,4,256,1674,2,23-09-07 0:00,02-10-07 0:00,944.37,75.5496,23.6093,1043.5289,02-10-07 0:00
669,1,4,259,1652,1,23-09-07 0:00,02-10-07 0:00,6993.525,559.482,174.8381,7727.8451,02-10-07 0:00
670,1,4,260,1578,3,23-09-07 0:00,02-10-07 0:00,62843.55,5027.484,1571.0888,69442.1228,02-10-07 0:00
671,1,4,258,1538,5,23-09-07 0:00,02-10-07 0:00,37843.575,3027.486,946.0894,41817.1504,02-10-07 0:00
672,1,4,254,1556,4,23-09-07 0:00,02-10-07 0:00,25531.275,2042.502,638.2819,28212.0589,02-10-07 0:00
673,1,4,257,1554,4,26-09-07 0:00,05-10-07 0:00,358.6275,28.6902,8.9657,396.2834,05-10-07 0:00
674,1,3,261,1688,4,26-09-07 0:00,05-10-07 0:00,125.748,10.0598,3.1437,138.9515,05-10-07 0:00
675,1,4,251,1580,5,26-09-07 0:00,05-10-07 0:00,150.7905,12.0632,3.7698,166.6235,05-10-07 0:00
676,1,4,253,1496,5,26-09-07 0:00,05-10-07 0:00,534.807,42.7846,13.3702,590.9618,05-10-07 0:00
677,1,4,255,1494,2,26-09-07 0:00,05-10-07 0:00,8847.3,707.784,221.1825,9776.2665,05-10-07 0:00
678,1,4,256,1650,5,26-09-07 0:00,05-10-07 0:00,171.0765,13.6861,4.2769,189.0395,05-10-07 0:00
679,1,4,252,1654,4,26-09-07 0:00,05-10-07 0:00,20397.3,1631.784,509.9325,22539.0165,05-10-07 0:00
680,1,4,260,1664,3,26-09-07 0:00,05-10-07 0:00,14628.075,1170.246,365.7019,16164.0229,05-10-07 0:00
681,1,4,258,1678,4,26-09-07 0:00,05-10-07 0:00,25334.925,2026.794,633.3731,27995.0921,05-10-07 0:00
682,1,4,254,1616,5,26-09-07 0:00,05-10-07 0:00,278.523,22.2818,6.9631,307.7679,05-10-07 0:00
683,1,4,257,1492,4,26-09-07 0:00,05-10-07 0:00,358.6275,28.6902,8.9657,396.2834,05-10-07 0:00
684,1,3,261,1602,5,26-09-07 0:00,05-10-07 0:00,270.8055,21.6644,6.7701,299.24,05-10-07 0:00
685,1,4,250,1540,4,26-09-07 0:00,05-10-07 0:00,2421.1215,193.6897,60.528,2675.3392,05-10-07 0:00
686,1,4,253,1628,5,26-09-07 0:00,05-10-07 0:00,34644.225,2771.538,866.1056,38281.8686,05-10-07 0:00
687,1,4,255,1604,4,26-09-07 0:00,05-10-07 0:00,1839.5055,147.1604,45.9876,2032.6535,05-10-07 0:00
688,1,4,256,1690,5,26-09-07 0:00,05-10-07 0:00,146.286,11.7029,3.6572,161.6461,05-10-07 0:00
689,1,4,259,1566,5,27-09-07 0:00,06-10-07 0:00,102.564,8.2051,2.5641,113.3332,06-10-07 0:00
690,1,4,260,1698,5,27-09-07 0:00,06-10-07 0:00,150.7905,12.0632,3.7698,166.6235,06-10-07 0:00
691,1,4,258,1560,5,27-09-07 0:00,06-10-07 0:00,13669.425,1093.554,341.7356,15104.7146,06-10-07 0:00
692,1,4,254,1692,5,27-09-07 0:00,06-10-07 0:00,6444.9,515.592,161.1225,7121.6145,06-10-07 0:00
693,1,4,252,1696,2,27-09-07 0:00,06-10-07 0:00,50860.425,4068.834,1271.5106,56200.7696,06-10-07 0:00
694,1,3,261,1504,1,27-09-07 0:00,06-10-07 0:00,551.88,44.1504,13.797,609.8274,06-10-07 0:00
695,1,4,251,1544,1,27-09-07 0:00,06-10-07 0:00,6987.75,559.02,174.6938,7721.4638,06-10-07 0:00
696,1,4,253,1530,2,27-09-07 0:00,06-10-07 0:00,28072.275,2245.782,701.8069,31019.8639,06-10-07 0:00
697,1,4,255,1508,1,27-09-07 0:00,06-10-07 0:00,1917.3,153.384,47.9325,2118.6165,06-10-07 0:00
698,1,4,256,1694,1,27-09-07 0:00,06-10-07 0:00,7623,609.84,190.575,8423.415,06-10-07 0:00
699,1,4,259,1624,2,27-09-07 0:00,06-10-07 0:00,28297.5,2263.8,707.4375,31268.7375,06-10-07 0:00
700,1,4,260,1548,2,27-09-07 0:00,06-10-07 0:00,59.9445,4.7956,1.4986,66.2387,06-10-07 0:00
701,1,4,258,1598,4,27-09-07 0:00,06-10-07 0:00,117.432,9.3946,2.9358,129.7624,06-10-07 0:00
702,1,4,254,1658,5,27-09-07 0:00,06-10-07 0:00,43878.45,3510.276,1096.9613,48485.6873,06-10-07 0:00
703,1,4,257,1536,4,27-09-07 0:00,06-10-07 0:00,383.355,30.6684,9.5839,423.6073,06-10-07 0:00
704,1,3,261,1568,1,27-09-07 0:00,06-10-07 0:00,10631.775,850.542,265.7944,11748.1114,06-10-07 0:00
705,1,4,251,1648,5,28-09-07 0:00,07-10-07 0:00,142.4115,11.3929,3.5603,157.3647,07-10-07 0:00
706,1,4,253,1646,2,28-09-07 0:00,07-10-07 0:00,48030.675,3842.454,1200.7669,53073.8959,07-10-07 0:00
707,1,4,255,1672,4,28-09-07 0:00,07-10-07 0:00,22516.725,1801.338,562.9181,24880.9811,07-10-07 0:00
708,2,4,256,1600,1,28-09-07 0:00,07-10-07 0:00,1276.275,102.102,31.9069,1410.2839,07-10-07 0:00
709,1,4,259,1522,1,28-09-07 0:00,07-10-07 0:00,2003.925,160.314,50.0981,2214.3371,07-10-07 0:00
710,1,4,260,1570,2,28-09-07 0:00,07-10-07 0:00,50860.425,4068.834,1271.5106,56200.7696,07-10-07 0:00
711,1,4,258,1516,1,28-09-07 0:00,07-10-07 0:00,454.86,36.3888,11.3715,502.6203,07-10-07 0:00
712,1,4,254,1506,5,28-09-07 0:00,07-10-07 0:00,43878.45,3510.276,1096.9613,48485.6873,07-10-07 0:00
713,1,4,257,1626,2,28-09-07 0:00,07-10-07 0:00,7132.125,570.57,178.3031,7880.9981,07-10-07 0:00
714,1,3,261,1542,2,28-09-07 0:00,07-10-07 0:00,28343.7,2267.496,708.5925,31319.7885,07-10-07 0:00
715,1,4,251,1610,4,28-09-07 0:00,07-10-07 0:00,22516.725,1801.338,562.9181,24880.9811,07-10-07 0:00
716,1,4,253,1638,5,28-09-07 0:00,07-10-07 0:00,34644.225,2771.538,866.1056,38281.8686,07-10-07 0:00
717,1,4,252,1582,4,28-09-07 0:00,07-10-07 0:00,247.5585,19.8047,6.189,273.5522,07-10-07 0:00
718,1,4,256,1510,5,28-09-07 0:00,07-10-07 0:00,143.0415,11.4433,3.576,158.0608,07-10-07 0:00
719,1,4,259,1526,2,28-09-07 0:00,07-10-07 0:00,28199.325,2255.946,704.9831,31160.2541,07-10-07 0:00
720,1,4,260,1644,1,28-09-07 0:00,07-10-07 0:00,3713.325,297.066,92.8331,4103.2241,07-10-07 0:00
721,1,4,258,1680,4,29-09-07 0:00,08-10-07 0:00,19952.625,1596.21,498.8156,22047.6506,08-10-07 0:00
722,1,4,254,1584,5,29-09-07 0:00,08-10-07 0:00,6540.66,523.2528,163.5165,7227.4293,08-10-07 0:00
723,1,4,257,1620,5,29-09-07 0:00,08-10-07 0:00,5711.475,456.918,142.7869,6311.1799,08-10-07 0:00
724,1,3,261,1666,5,29-09-07 0:00,08-10-07 0:00,279.783,22.3826,6.9946,309.1602,08-10-07 0:00
725,1,4,251,1592,2,29-09-07 0:00,08-10-07 0:00,97.965,7.8372,2.4491,108.2513,08-10-07 0:00
