PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,ModifiedDat,TotalDue
1131,1,4,259,1526,2,10-12-07 0:00,19-12-07 0:00,28199.325,2255.946,704.9831,19-12-07 0:00,11601
1132,1,4,260,1644,1,10-12-07 0:00,19-12-07 0:00,3713.325,297.066,92.8331,19-12-07 0:00,34186
1133,1,4,250,1680,5,13-12-07 0:00,22-12-07 0:00,63831.075,5106.486,1595.7769,22-12-07 0:00,28111
1134,1,4,254,1584,5,13-12-07 0:00,22-12-07 0:00,6540.66,523.2528,163.5165,22-12-07 0:00,27489
1135,1,4,257,1620,5,13-12-07 0:00,22-12-07 0:00,5711.475,456.918,142.7869,22-12-07 0:00,26163
1136,1,4,261,1666,4,13-12-07 0:00,22-12-07 0:00,540.8865,43.2709,13.5222,22-12-07 0:00,20760
1137,1,4,251,1592,2,13-12-07 0:00,22-12-07 0:00,97.965,7.8372,2.4491,22-12-07 0:00,30393
1138,1,4,253,1618,4,13-12-07 0:00,22-12-07 0:00,114.471,9.1577,2.8618,22-12-07 0:00,7039
1139,1,4,255,1612,4,13-12-07 0:00,22-12-07 0:00,132.6465,10.6117,3.3162,22-12-07 0:00,6123
1140,2,4,256,1586,5,13-12-07 0:00,22-12-07 0:00,43878.45,3510.276,1096.9613,22-12-07 0:00,37089
1141,1,4,259,1500,1,13-12-07 0:00,22-12-07 0:00,418.95,33.516,10.4738,22-12-07 0:00,22126
1142,1,4,260,1656,4,13-12-07 0:00,22-12-07 0:00,272.4435,21.7955,6.8111,22-12-07 0:00,38406
1143,1,4,258,1572,1,13-12-07 0:00,22-12-07 0:00,461.79,36.9432,11.5448,22-12-07 0:00,24324
1144,1,4,254,1562,4,13-12-07 0:00,22-12-07 0:00,259.8435,20.7875,6.4961,22-12-07 0:00,13050
1145,1,4,257,1662,2,13-12-07 0:00,22-12-07 0:00,37.0755,2.966,0.9269,22-12-07 0:00,5145
1146,1,4,261,1682,4,13-12-07 0:00,22-12-07 0:00,21558.075,1724.646,538.9519,22-12-07 0:00,40101
1147,1,4,251,1686,4,13-12-07 0:00,22-12-07 0:00,663.6735,53.0939,16.5918,22-12-07 0:00,8311
1148,1,4,253,1684,5,13-12-07 0:00,22-12-07 0:00,86220.75,6897.66,2155.5188,22-12-07 0:00,3542
1149,1,4,255,1534,4,14-12-07 0:00,23-12-07 0:00,602.2485,48.1799,15.0562,23-12-07 0:00,20908
1150,1,4,256,1614,4,14-12-07 0:00,23-12-07 0:00,409.5,32.76,10.2375,23-12-07 0:00,2826
1151,1,4,252,1588,5,14-12-07 0:00,23-12-07 0:00,40471.2,3237.696,1011.78,23-12-07 0:00,6235
1152,1,4,260,1622,4,14-12-07 0:00,23-12-07 0:00,253.32299999999998,20.2658,6.3331,23-12-07 0:00,2007
1153,1,4,258,1632,5,14-12-07 0:00,23-12-07 0:00,62092.8,4967.424,1552.32,23-12-07 0:00,29477
1154,1,4,254,1608,5,14-12-07 0:00,23-12-07 0:00,5948.25,475.86,148.7063,23-12-07 0:00,27056
1155,1,4,257,1576,5,14-12-07 0:00,23-12-07 0:00,91117.95,7289.436,2277.9488,23-12-07 0:00,17305
1156,1,4,261,1590,1,14-12-07 0:00,23-12-07 0:00,525.0,42.0,13.125,23-12-07 0:00,33672
1157,1,4,250,1514,5,14-12-07 0:00,23-12-07 0:00,2003.6835,160.2947,50.0921,23-12-07 0:00,34907
1158,1,4,253,1498,4,14-12-07 0:00,23-12-07 0:00,26455.275,2116.422,661.3819,23-12-07 0:00,12700
1159,2,4,255,1674,2,14-12-07 0:00,23-12-07 0:00,944.37,75.5496,23.6093,23-12-07 0:00,8873
1160,1,4,256,1652,4,14-12-07 0:00,23-12-07 0:00,48186.6,3854.928,1204.665,23-12-07 0:00,24006
1161,1,4,259,1578,5,14-12-07 0:00,23-12-07 0:00,26720.925,2137.674,668.0231,23-12-07 0:00,13285
1162,1,4,260,1538,5,14-12-07 0:00,23-12-07 0:00,37843.575,3027.486,946.0894,23-12-07 0:00,28720
1163,1,4,258,1556,4,14-12-07 0:00,23-12-07 0:00,25531.275,2042.5020000000002,638.2819,23-12-07 0:00,26532
1164,1,4,254,1554,5,14-12-07 0:00,23-12-07 0:00,278.83799999999997,22.307,6.971,23-12-07 0:00,21198
1165,1,4,252,1688,4,15-12-07 0:00,24-12-07 0:00,125.74799999999999,10.0598,3.1437,24-12-07 0:00,8991
1166,1,4,261,1580,5,15-12-07 0:00,24-12-07 0:00,150.7905,12.0632,3.7698,24-12-07 0:00,35870
1167,1,4,251,1496,4,15-12-07 0:00,24-12-07 0:00,751.59,60.1272,18.7898,24-12-07 0:00,29255
1168,3,4,253,1494,2,15-12-07 0:00,24-12-07 0:00,8847.3,707.784,221.1825,24-12-07 0:00,16389
1169,1,4,255,1650,5,15-12-07 0:00,24-12-07 0:00,171.0765,13.6861,4.2769,24-12-07 0:00,31132
1170,1,4,256,1654,4,15-12-07 0:00,24-12-07 0:00,20397.3,1631.7839999999999,509.9325,24-12-07 0:00,21081
1171,1,4,259,1664,3,15-12-07 0:00,24-12-07 0:00,14628.075,1170.246,365.7019,24-12-07 0:00,9342
1172,1,4,260,1678,3,15-12-07 0:00,24-12-07 0:00,33350.625,2668.05,833.7656,24-12-07 0:00,5982
1173,1,4,258,1616,4,15-12-07 0:00,24-12-07 0:00,339.255,27.1404,8.4814,24-12-07 0:00,29035
1174,1,4,254,1492,5,15-12-07 0:00,24-12-07 0:00,278.83799999999997,22.307,6.971,24-12-07 0:00,31493
1175,1,4,257,1602,5,15-12-07 0:00,24-12-07 0:00,1796.0355,143.6828,44.9009,24-12-07 0:00,19534
1176,1,4,261,1540,4,15-12-07 0:00,24-12-07 0:00,484.407,38.7526,12.1102,24-12-07 0:00,2755
1177,1,4,251,1628,5,17-12-07 0:00,26-12-07 0:00,34644.225,2771.538,866.1056,26-12-07 0:00,27789
1178,1,4,253,1604,4,17-12-07 0:00,26-12-07 0:00,1839.5055,147.1604,45.9876,26-12-07 0:00,19535
1179,1,4,255,1690,5,17-12-07 0:00,26-12-07 0:00,146.286,11.7029,3.6572,26-12-07 0:00,14558
1180,1,4,256,1566,5,17-12-07 0:00,26-12-07 0:00,102.564,8.2051,2.5641,26-12-07 0:00,38718
1181,1,4,259,1698,5,17-12-07 0:00,26-12-07 0:00,150.7905,12.0632,3.7698,26-12-07 0:00,5483
1182,1,4,260,1560,5,17-12-07 0:00,26-12-07 0:00,13669.425,1093.5539999999999,341.7356,26-12-07 0:00,25536
1183,1,4,258,1692,5,17-12-07 0:00,26-12-07 0:00,9948.33,795.8664,248.7083,26-12-07 0:00,25555
1184,1,4,254,1696,2,17-12-07 0:00,26-12-07 0:00,28343.7,2267.496,708.5925,26-12-07 0:00,4166
1185,1,4,257,1504,1,17-12-07 0:00,26-12-07 0:00,551.88,44.1504,13.797,26-12-07 0:00,6623
1186,1,4,261,1544,1,17-12-07 0:00,26-12-07 0:00,6987.75,559.02,174.6938,26-12-07 0:00,16271
1187,1,4,251,1530,2,17-12-07 0:00,26-12-07 0:00,28072.275,2245.782,701.8069,26-12-07 0:00,13943
1188,1,4,253,1508,1,17-12-07 0:00,26-12-07 0:00,37312.275,2984.982,932.8069,26-12-07 0:00,5631
1189,1,4,252,1694,1,20-12-07 0:00,29-12-07 0:00,7623.0,609.84,190.575,29-12-07 0:00,12767
1190,1,4,256,1624,2,20-12-07 0:00,29-12-07 0:00,28297.5,2263.8,707.4375,29-12-07 0:00,24894
1191,1,4,259,1548,2,20-12-07 0:00,29-12-07 0:00,59.9445,4.7956,1.4986,29-12-07 0:00,2779
1192,1,4,260,1598,4,20-12-07 0:00,29-12-07 0:00,117.432,9.3946,2.9358,29-12-07 0:00,11485
1193,1,4,258,1658,5,20-12-07 0:00,29-12-07 0:00,43878.45,3510.276,1096.9613,29-12-07 0:00,10210
1194,2,4,254,1536,4,20-12-07 0:00,29-12-07 0:00,247.2435,19.7795,6.1811,29-12-07 0:00,3496
1195,1,4,257,1568,2,20-12-07 0:00,29-12-07 0:00,49376.25,3950.1,1234.4063,29-12-07 0:00,5182
1196,1,4,261,1648,5,20-12-07 0:00,29-12-07 0:00,142.4115,11.3929,3.5603,29-12-07 0:00,7924
1197,1,4,251,1646,2,20-12-07 0:00,29-12-07 0:00,48030.675,3842.454,1200.7669,29-12-07 0:00,26135
1198,1,4,253,1672,4,20-12-07 0:00,29-12-07 0:00,51113.748,4089.0998,1277.8437,29-12-07 0:00,17445
1199,1,4,255,1600,1,20-12-07 0:00,29-12-07 0:00,1276.275,102.102,31.9069,29-12-07 0:00,22246
1200,1,4,252,1522,1,20-12-07 0:00,29-12-07 0:00,2003.925,160.314,50.0981,29-12-07 0:00,37809
1201,1,4,259,1570,4,21-12-07 0:00,30-12-07 0:00,22516.725,1801.338,562.9181,30-12-07 0:00,27200
1202,1,4,260,1516,1,21-12-07 0:00,30-12-07 0:00,454.86,36.3888,11.3715,30-12-07 0:00,33824
1203,1,4,258,1506,5,21-12-07 0:00,30-12-07 0:00,43878.45,3510.276,1096.9613,30-12-07 0:00,32747
1204,1,3,250,1626,2,21-12-07 0:00,30-12-07 0:00,7132.125,570.57,178.3031,30-12-07 0:00,37927
1205,1,4,257,1542,2,22-12-07 0:00,31-12-07 0:00,28343.7,2267.496,708.5925,31-12-07 0:00,29575
1206,1,4,261,1610,4,22-12-07 0:00,31-12-07 0:00,22516.725,1801.338,562.9181,31-12-07 0:00,24482
1207,1,4,251,1638,5,22-12-07 0:00,31-12-07 0:00,34644.225,2771.538,866.1056,31-12-07 0:00,35201
1208,1,4,253,1582,4,22-12-07 0:00,31-12-07 0:00,625.086,50.0069,15.6272,31-12-07 0:00,13439
1209,1,4,255,1510,5,22-12-07 0:00,31-12-07 0:00,143.0415,11.4433,3.576,31-12-07 0:00,34115
1210,1,4,256,1526,2,22-12-07 0:00,31-12-07 0:00,28199.325,2255.946,704.9831,31-12-07 0:00,16918
1211,1,4,259,1644,1,22-12-07 0:00,31-12-07 0:00,3713.325,297.066,92.8331,31-12-07 0:00,3407
1212,1,4,260,1680,5,22-12-07 0:00,31-12-07 0:00,43878.45,3510.276,1096.9613,31-12-07 0:00,22435
1213,1,4,258,1584,5,22-12-07 0:00,31-12-07 0:00,9799.65,783.972,244.9913,31-12-07 0:00,7279
1214,1,4,254,1620,5,22-12-07 0:00,31-12-07 0:00,5711.475,456.918,142.7869,31-12-07 0:00,17346
1215,1,4,257,1666,4,22-12-07 0:00,31-12-07 0:00,1099.035,87.9228,27.4759,31-12-07 0:00,26795
1216,1,4,261,1592,2,22-12-07 0:00,31-12-07 0:00,97.965,7.8372,2.4491,31-12-07 0:00,17271
1217,1,4,251,1618,4,22-12-07 0:00,31-12-07 0:00,114.471,9.1577,2.8618,31-12-07 0:00,14913
1218,2,4,253,1612,4,22-12-07 0:00,31-12-07 0:00,132.6465,10.6117,3.3162,31-12-07 0:00,32144
1219,1,4,255,1586,5,22-12-07 0:00,31-12-07 0:00,43878.45,3510.276,1096.9613,31-12-07 0:00,28575
1220,1,4,256,1500,1,22-12-07 0:00,31-12-07 0:00,418.95,33.516,10.4738,31-12-07 0:00,17374
1221,1,4,259,1656,4,23-12-07 0:00,01-01-08 0:00,513.1665,41.0533,12.8292,01-01-08 0:00,1430
1222,1,4,250,1572,1,23-12-07 0:00,01-01-08 0:00,461.79,36.9432,11.5448,01-01-08 0:00,15855
1223,1,4,258,1562,4,23-12-07 0:00,01-01-08 0:00,364.455,29.1564,9.1114,01-01-08 0:00,32918
1224,1,4,254,1662,2,23-12-07 0:00,01-01-08 0:00,37.0755,2.966,0.9269,01-01-08 0:00,39480
1225,1,4,257,1682,4,24-12-07 0:00,02-01-08 0:00,21558.075,1724.646,538.9519,02-01-08 0:00,26697
1226,1,4,261,1686,4,24-12-07 0:00,02-01-08 0:00,507.087,40.567,12.6772,02-01-08 0:00,14271
1227,1,4,251,1684,5,24-12-07 0:00,02-01-08 0:00,86220.75,6897.66,2155.5188,02-01-08 0:00,25148
1228,1,4,253,1534,4,24-12-07 0:00,02-01-08 0:00,111.5415,8.9233,2.7885,02-01-08 0:00,2334
1229,1,4,255,1614,4,24-12-07 0:00,02-01-08 0:00,390.6,31.248,9.765,02-01-08 0:00,28992
1230,1,4,256,1588,5,24-12-07 0:00,02-01-08 0:00,40471.2,3237.696,1011.78,02-01-08 0:00,20718
1231,1,4,259,1622,4,24-12-07 0:00,02-01-08 0:00,136.332,10.9066,3.4083,02-01-08 0:00,11947
1232,1,4,260,1632,5,24-12-07 0:00,02-01-08 0:00,38421.075,3073.6859999999997,960.5269,02-01-08 0:00,7670
1233,1,4,250,1608,5,24-12-07 0:00,02-01-08 0:00,5948.25,475.86,148.7063,02-01-08 0:00,2977
1234,1,4,254,1576,5,24-12-07 0:00,02-01-08 0:00,91117.95,7289.436,2277.9488,02-01-08 0:00,28766
1235,1,4,257,1590,1,24-12-07 0:00,02-01-08 0:00,525.0,42.0,13.125,02-01-08 0:00,9510
1236,1,4,261,1514,5,24-12-07 0:00,02-01-08 0:00,2003.6835,160.2947,50.0921,02-01-08 0:00,8242
1237,1,4,251,1498,4,24-12-07 0:00,02-01-08 0:00,26455.275,2116.422,661.3819,02-01-08 0:00,36953
1238,1,4,253,1674,2,24-12-07 0:00,02-01-08 0:00,944.37,75.5496,23.6093,02-01-08 0:00,20421
1239,1,4,255,1652,1,24-12-07 0:00,02-01-08 0:00,3401.475,272.118,85.0369,02-01-08 0:00,13248
1240,1,4,256,1578,3,24-12-07 0:00,02-01-08 0:00,62843.55,5027.484,1571.0888,02-01-08 0:00,33974
1241,1,4,259,1538,5,27-12-07 0:00,05-01-08 0:00,37843.575,3027.486,946.0894,05-01-08 0:00,7764
1242,1,4,260,1556,4,27-12-07 0:00,05-01-08 0:00,25531.275,2042.5020000000002,638.2819,05-01-08 0:00,20819
1243,1,4,258,1554,5,27-12-07 0:00,05-01-08 0:00,415.3275,33.2262,10.3832,05-01-08 0:00,26535
1244,1,4,254,1688,4,27-12-07 0:00,05-01-08 0:00,125.74799999999999,10.0598,3.1437,05-01-08 0:00,20698
1245,3,4,257,1580,5,27-12-07 0:00,05-01-08 0:00,150.7905,12.0632,3.7698,05-01-08 0:00,14261
1246,1,4,261,1496,4,27-12-07 0:00,05-01-08 0:00,347.445,27.7956,8.6861,05-01-08 0:00,2449
1247,1,4,251,1494,2,27-12-07 0:00,05-01-08 0:00,8847.3,707.784,221.1825,05-01-08 0:00,36176
1248,1,4,253,1650,5,27-12-07 0:00,05-01-08 0:00,171.0765,13.6861,4.2769,05-01-08 0:00,3305
1249,1,4,255,1654,4,27-12-07 0:00,05-01-08 0:00,20397.3,1631.7839999999999,509.9325,05-01-08 0:00,30116
1250,2,4,256,1664,3,27-12-07 0:00,05-01-08 0:00,14628.075,1170.246,365.7019,05-01-08 0:00,16474
1251,1,4,252,1678,4,27-12-07 0:00,05-01-08 0:00,25334.925,2026.7939999999999,633.3731,05-01-08 0:00,6066
1252,1,4,260,1616,4,27-12-07 0:00,05-01-08 0:00,260.1585,20.8127,6.504,05-01-08 0:00,34223
1253,1,4,258,1492,5,27-12-07 0:00,05-01-08 0:00,415.3275,33.2262,10.3832,05-01-08 0:00,6497
1254,1,4,254,1602,5,27-12-07 0:00,05-01-08 0:00,270.8055,21.6644,6.7701,05-01-08 0:00,8074
1255,1,4,257,1540,4,27-12-07 0:00,05-01-08 0:00,3052.5075,244.2006,76.3127,05-01-08 0:00,33834
1256,1,4,261,1628,5,27-12-07 0:00,05-01-08 0:00,34644.225,2771.538,866.1056,05-01-08 0:00,10088
1257,1,4,250,1604,4,28-12-07 0:00,06-01-08 0:00,1839.5055,147.1604,45.9876,06-01-08 0:00,20077
1258,1,4,253,1690,5,28-12-07 0:00,06-01-08 0:00,146.286,11.7029,3.6572,06-01-08 0:00,10559
1259,1,4,255,1566,5,28-12-07 0:00,06-01-08 0:00,102.564,8.2051,2.5641,06-01-08 0:00,28469
1260,1,4,256,1698,5,28-12-07 0:00,06-01-08 0:00,150.7905,12.0632,3.7698,06-01-08 0:00,13113
1261,1,4,259,1560,5,28-12-07 0:00,06-01-08 0:00,13669.425,1093.5539999999999,341.7356,06-01-08 0:00,7196
1262,1,4,260,1692,5,28-12-07 0:00,06-01-08 0:00,6444.9,515.592,161.1225,06-01-08 0:00,17802
1263,1,4,258,1696,4,28-12-07 0:00,06-01-08 0:00,50860.425,4068.8340000000003,1271.5106,06-01-08 0:00,23535
1264,1,4,254,1504,1,28-12-07 0:00,06-01-08 0:00,551.88,44.1504,13.797,06-01-08 0:00,24378
1265,1,4,252,1544,1,29-12-07 0:00,07-01-08 0:00,6987.75,559.02,174.6938,07-01-08 0:00,17736
1266,1,4,261,1530,2,29-12-07 0:00,07-01-08 0:00,28072.275,2245.782,701.8069,07-01-08 0:00,21022
1267,1,4,251,1508,1,29-12-07 0:00,07-01-08 0:00,37312.275,2984.982,932.8069,07-01-08 0:00,37313
1268,1,4,253,1694,1,29-12-07 0:00,07-01-08 0:00,7623.0,609.84,190.575,07-01-08 0:00,11246
1269,1,4,255,1624,2,29-12-07 0:00,07-01-08 0:00,28297.5,2263.8,707.4375,07-01-08 0:00,12810
1270,1,4,256,1548,2,29-12-07 0:00,07-01-08 0:00,59.9445,4.7956,1.4986,07-01-08 0:00,32184
1271,1,4,259,1598,4,29-12-07 0:00,07-01-08 0:00,487.9665,39.0373,12.1992,07-01-08 0:00,26610
1272,1,4,260,1658,5,29-12-07 0:00,07-01-08 0:00,43878.45,3510.276,1096.9613,07-01-08 0:00,7092
1273,1,4,258,1536,4,29-12-07 0:00,07-01-08 0:00,345.555,27.6444,8.6389,07-01-08 0:00,15515
1274,1,4,254,1568,2,29-12-07 0:00,07-01-08 0:00,15153.6,1212.288,378.84,07-01-08 0:00,12703
1275,1,4,257,1648,5,29-12-07 0:00,07-01-08 0:00,142.4115,11.3929,3.5603,07-01-08 0:00,16810
1276,1,4,261,1646,2,29-12-07 0:00,07-01-08 0:00,48030.675,3842.454,1200.7669,07-01-08 0:00,38879
1277,1,4,251,1672,4,29-12-07 0:00,07-01-08 0:00,823.41,65.8728,20.5853,07-01-08 0:00,22425
1278,1,4,253,1600,1,29-12-07 0:00,07-01-08 0:00,1276.275,102.102,31.9069,07-01-08 0:00,37016
1279,1,4,255,1522,1,29-12-07 0:00,07-01-08 0:00,2003.925,160.314,50.0981,07-01-08 0:00,31887
1280,2,4,256,1570,2,29-12-07 0:00,07-01-08 0:00,50860.425,4068.8340000000003,1271.5106,07-01-08 0:00,11205
1281,1,4,259,1516,1,30-12-07 0:00,08-01-08 0:00,454.86,36.3888,11.3715,08-01-08 0:00,8431
1282,1,4,260,1506,5,30-12-07 0:00,08-01-08 0:00,43878.45,3510.276,1096.9613,08-01-08 0:00,37846
1283,1,4,258,1626,2,30-12-07 0:00,08-01-08 0:00,7132.125,570.57,178.3031,08-01-08 0:00,26772
1284,1,4,254,1542,2,30-12-07 0:00,08-01-08 0:00,28343.7,2267.496,708.5925,08-01-08 0:00,32581
1285,1,4,257,1610,4,30-12-07 0:00,08-01-08 0:00,22516.725,1801.338,562.9181,08-01-08 0:00,2962
1286,1,4,261,1638,5,30-12-07 0:00,08-01-08 0:00,34644.225,2771.538,866.1056,08-01-08 0:00,36592
1287,1,4,251,1582,5,30-12-07 0:00,08-01-08 0:00,836.955,66.9564,20.9239,08-01-08 0:00,17544
1288,1,4,253,1510,5,30-12-07 0:00,08-01-08 0:00,143.0415,11.4433,3.576,08-01-08 0:00,5981
1289,1,4,252,1526,2,30-12-07 0:00,08-01-08 0:00,28199.325,2255.946,704.9831,08-01-08 0:00,25173
1290,1,4,256,1644,1,30-12-07 0:00,08-01-08 0:00,3713.325,297.066,92.8331,08-01-08 0:00,31355
1291,1,4,259,1680,4,30-12-07 0:00,08-01-08 0:00,19952.625,1596.21,498.8156,08-01-08 0:00,12776
1292,1,4,260,1584,5,30-12-07 0:00,08-01-08 0:00,6540.66,523.2528,163.5165,08-01-08 0:00,17777
1293,1,4,258,1620,5,30-12-07 0:00,08-01-08 0:00,5711.475,456.918,142.7869,08-01-08 0:00,32309
1294,1,4,254,1666,5,30-12-07 0:00,08-01-08 0:00,279.783,22.3826,6.9946,08-01-08 0:00,38632
1295,1,4,257,1592,2,30-12-07 0:00,08-01-08 0:00,97.965,7.8372,2.4491,08-01-08 0:00,11332
1296,1,4,261,1618,4,30-12-07 0:00,08-01-08 0:00,114.471,9.1577,2.8618,08-01-08 0:00,12113
1297,1,4,251,1612,4,31-12-07 0:00,09-01-08 0:00,132.6465,10.6117,3.3162,09-01-08 0:00,32786
1298,1,4,253,1586,5,31-12-07 0:00,09-01-08 0:00,43878.45,3510.276,1096.9613,09-01-08 0:00,9745
1299,1,4,255,1500,1,31-12-07 0:00,09-01-08 0:00,418.95,33.516,10.4738,09-01-08 0:00,2592
1300,1,4,252,1656,4,31-12-07 0:00,09-01-08 0:00,396.9945,31.7596,9.9249,09-01-08 0:00,24180
1301,1,4,259,1572,1,31-12-07 0:00,09-01-08 0:00,461.79,36.9432,11.5448,09-01-08 0:00,18838
1302,1,4,260,1562,4,31-12-07 0:00,09-01-08 0:00,234.6435,18.7715,5.8661,09-01-08 0:00,14171
1303,1,4,258,1662,2,31-12-07 0:00,09-01-08 0:00,37.0755,2.966,0.9269,09-01-08 0:00,16362
1304,1,3,250,1682,4,31-12-07 0:00,09-01-08 0:00,21558.075,1724.646,538.9519,09-01-08 0:00,6007
1305,3,4,257,1686,4,31-12-07 0:00,09-01-08 0:00,1913.31,153.0648,47.8328,09-01-08 0:00,7765
1306,1,4,261,1684,5,31-12-07 0:00,09-01-08 0:00,86220.75,6897.66,2155.5188,09-01-08 0:00,584
1307,1,4,251,1534,5,31-12-07 0:00,09-01-08 0:00,839.79,67.1832,20.9948,09-01-08 0:00,26783
1308,1,4,253,1614,5,31-12-07 0:00,09-01-08 0:00,694.953,55.5962,17.3738,09-01-08 0:00,31175
1309,1,4,255,1588,5,31-12-07 0:00,09-01-08 0:00,40471.2,3237.696,1011.78,09-01-08 0:00,34146
1310,1,4,256,1622,5,31-12-07 0:00,09-01-08 0:00,427.455,34.1964,10.6864,09-01-08 0:00,31441
1311,1,4,259,1632,4,31-12-07 0:00,09-01-08 0:00,23671.725,1893.7379999999998,591.7931,09-01-08 0:00,23068
1312,1,4,260,1608,5,31-12-07 0:00,09-01-08 0:00,5948.25,475.86,148.7063,09-01-08 0:00,33932
1313,1,4,258,1576,5,03-01-08 0:00,12-01-08 0:00,91117.95,7289.436,2277.9488,12-01-08 0:00,22204
1314,2,4,254,1590,1,03-01-08 0:00,12-01-08 0:00,525.0,42.0,13.125,12-01-08 0:00,6053
1315,1,4,257,1514,5,03-01-08 0:00,12-01-08 0:00,2003.6835,160.2947,50.0921,12-01-08 0:00,10793
1316,1,4,261,1498,4,03-01-08 0:00,12-01-08 0:00,26455.275,2116.422,661.3819,12-01-08 0:00,36770
1317,1,4,251,1674,2,03-01-08 0:00,12-01-08 0:00,944.37,75.5496,23.6093,12-01-08 0:00,32733
1318,1,4,253,1652,4,03-01-08 0:00,12-01-08 0:00,51588.075,4127.045999999999,1289.7019,12-01-08 0:00,28181
1319,1,4,255,1578,3,03-01-08 0:00,12-01-08 0:00,62843.55,5027.484,1571.0888,12-01-08 0:00,36002
1320,1,4,256,1538,5,03-01-08 0:00,12-01-08 0:00,37843.575,3027.486,946.0894,12-01-08 0:00,5950
1321,1,4,259,1556,4,04-01-08 0:00,13-01-08 0:00,25531.275,2042.5020000000002,638.2819,13-01-08 0:00,37399
1322,1,4,250,1554,5,04-01-08 0:00,13-01-08 0:00,272.7585,21.8207,6.819,13-01-08 0:00,31385
1323,1,4,258,1688,4,04-01-08 0:00,13-01-08 0:00,125.74799999999999,10.0598,3.1437,13-01-08 0:00,38132
1324,1,4,254,1580,5,04-01-08 0:00,13-01-08 0:00,150.7905,12.0632,3.7698,13-01-08 0:00,25499
1325,1,4,257,1496,5,05-01-08 0:00,14-01-08 0:00,2069.2665,165.5413,51.7317,14-01-08 0:00,39358
1326,1,4,261,1494,2,05-01-08 0:00,14-01-08 0:00,8847.3,707.784,221.1825,14-01-08 0:00,4264
1327,1,4,251,1650,5,05-01-08 0:00,14-01-08 0:00,171.0765,13.6861,4.2769,14-01-08 0:00,15873
1328,1,4,253,1654,4,05-01-08 0:00,14-01-08 0:00,20397.3,1631.7839999999999,509.9325,14-01-08 0:00,18285
1329,1,4,255,1664,3,05-01-08 0:00,14-01-08 0:00,14628.075,1170.246,365.7019,14-01-08 0:00,24867
1330,1,4,256,1678,3,05-01-08 0:00,14-01-08 0:00,58685.55,4694.844,1467.1388,14-01-08 0:00,38678
1331,1,4,259,1616,5,05-01-08 0:00,14-01-08 0:00,563.5665,45.0853,14.0892,14-01-08 0:00,13733
1332,1,4,260,1492,5,05-01-08 0:00,14-01-08 0:00,272.7585,21.8207,6.819,14-01-08 0:00,3500
1333,1,4,250,1602,5,05-01-08 0:00,14-01-08 0:00,1525.23,122.0184,38.1308,14-01-08 0:00,18486
1334,1,4,254,1540,4,05-01-08 0:00,14-01-08 0:00,260.1585,20.8127,6.504,14-01-08 0:00,19910
1335,1,4,257,1628,5,05-01-08 0:00,14-01-08 0:00,34644.225,2771.538,866.1056,14-01-08 0:00,25962
1336,1,4,261,1604,4,05-01-08 0:00,14-01-08 0:00,1839.5055,147.1604,45.9876,14-01-08 0:00,31862
1337,1,4,251,1690,5,05-01-08 0:00,14-01-08 0:00,146.286,11.7029,3.6572,14-01-08 0:00,9834
1338,1,4,253,1566,5,05-01-08 0:00,14-01-08 0:00,102.564,8.2051,2.5641,14-01-08 0:00,37436
1339,1,4,255,1698,5,05-01-08 0:00,14-01-08 0:00,150.7905,12.0632,3.7698,14-01-08 0:00,31438
1340,1,4,256,1560,5,05-01-08 0:00,14-01-08 0:00,13669.425,1093.5539999999999,341.7356,14-01-08 0:00,17109
1341,1,4,259,1692,5,06-01-08 0:00,15-01-08 0:00,9948.33,795.8664,248.7083,15-01-08 0:00,13454
1342,1,4,260,1696,4,06-01-08 0:00,15-01-08 0:00,34118.7,2729.4959999999996,852.9675,15-01-08 0:00,4333
1343,1,4,258,1504,1,06-01-08 0:00,15-01-08 0:00,551.88,44.1504,13.797,15-01-08 0:00,14092
1344,1,4,254,1544,1,06-01-08 0:00,15-01-08 0:00,3811.5,304.92,95.2875,15-01-08 0:00,15649
1345,1,4,257,1530,2,06-01-08 0:00,15-01-08 0:00,28072.275,2245.782,701.8069,15-01-08 0:00,10533
1346,1,4,261,1508,1,06-01-08 0:00,15-01-08 0:00,37312.275,2984.982,932.8069,15-01-08 0:00,38377
1347,1,4,251,1694,1,06-01-08 0:00,15-01-08 0:00,7623.0,609.84,190.575,15-01-08 0:00,26959
1348,1,4,253,1624,2,06-01-08 0:00,15-01-08 0:00,28297.5,2263.8,707.4375,15-01-08 0:00,28203
1349,1,4,255,1548,2,06-01-08 0:00,15-01-08 0:00,59.9445,4.7956,1.4986,15-01-08 0:00,31287
1350,1,4,256,1598,4,06-01-08 0:00,15-01-08 0:00,345.555,27.6444,8.6389,15-01-08 0:00,14341
1351,1,4,252,1658,5,06-01-08 0:00,15-01-08 0:00,43878.45,3510.276,1096.9613,15-01-08 0:00,6290
1352,1,4,260,1536,4,06-01-08 0:00,15-01-08 0:00,272.1285,21.7703,6.8032,15-01-08 0:00,9606
1353,1,4,258,1568,2,06-01-08 0:00,15-01-08 0:00,21252.0,1700.16,531.3,15-01-08 0:00,124
1354,1,4,254,1648,5,06-01-08 0:00,15-01-08 0:00,142.4115,11.3929,3.5603,15-01-08 0:00,2893
